text_content,event_type
Blinding dust haze and windstorm disrupting local markets in Indore.,DustStorm
Thick smog and mist blinding early morning commute across key highways in Guwahati.,Fog
Mercury hits seasonal high in Pune. High temperature causing unbearable heatwave conditions.,Heatwave
Dense fog advisory active in Indore. Drivers urged to keep fog lights on.,Fog
Mild overcast weather in Kolkata with pleasant afternoon breeze and clear skies.,Other
blinding dust haze and windstorm disrupting local markets in bengaluru.,DustStorm
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Bhopal.,Thunderstorm
Dense fog advisory active in Chandigarh. Drivers urged to keep fog lights on.,Fog
Violent windstorm knocking down hoardings and electrical poles across Chennai.,StrongWind
Thick dust clouds and turbulent winds creating blinding dust haze in Bhubaneswar.,DustStorm
Mercury hits seasonal high in Indore. High temperature causing unbearable heatwave conditions.,Heatwave
thick smog and mist blinding early morning commute across key highways in patna.,Fog
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Surat.,Thunderstorm
Blinding dust haze and windstorm disrupting local markets in Chennai.,DustStorm
Torrential downpour has inundated low-lying residential sectors near Pune. Stranded vehicles reported.,Flood
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Visakhapatnam.,Thunderstorm
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Patna.,Thunderstorm
Intense thunderstorm activity with heavy rain and small hail reported in suburban Patna.,Thunderstorm
Severe weather alert: thunderstorm with sudden wind squalls hitting Lucknow this evening.,Thunderstorm
Sudden duststorm engulfing highway corridors near Chandigarh with high wind speeds.,DustStorm
Gale force winds and cyclone warnings issued for coastal areas surrounding Lucknow.,StrongWind
Normal seasonal weather condition recorded in Ahmedabad today. No warnings issued.,Other
Gale force winds and cyclone warnings issued for coastal areas surrounding Bhubaneswar.,StrongWind
Blinding sandstorm and severe dust haze rapidly reducing visibility across Jaipur.,DustStorm
Clear blue skies and comfortable temperature recorded across Patna today.,Other
Loud thunderclaps and torrential rain accompanied by high lightning activity in Surat.,Thunderstorm
Smog and low visibility enveloping entire city center of Pune during early hours.,Fog
Extreme monsoon rain submerges underpasses in Indore. Emergency services responding to waterlogging.,Flood
Light scattered drizzle in parts of Chandigarh followed by mild sunshine.,Other
Normal seasonal weather condition recorded in Kochi today. No warnings issued.,Other
Blinding sandstorm and severe dust haze rapidly reducing visibility across Ahmedabad.,DustStorm
Violent windstorm knocking down hoardings and electrical poles across Chennai.,StrongWind
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Chandigarh.,StrongWind
Intense thunderstorm activity with heavy rain and small hail reported in suburban Visakhapatnam.,Thunderstorm
Hot summer breeze and blistering sunshine making commute difficult in Mumbai.,Heatwave
Hot summer breeze and blistering sunshine making commute difficult in Guwahati.,Heatwave
Partly cloudy sky observed in Ahmedabad with gentle evening breeze.,Other
Gale force winds and cyclone warnings issued for coastal areas surrounding Patna.,StrongWind
Continuous lightning and heavy thunderclaps terrifying residents across Bhubaneswar.,Thunderstorm
Humidity levels rising slightly in Nagpur with moderate cloud cover.,Other
Sweltering heat and extreme sunstroke warnings issued for residents in Chennai today.,Heatwave
Strong squall and dust storm causing tree branches to snap in outer Hyderabad.,DustStorm
Clear blue skies and comfortable temperature recorded across Surat today.,Other
Humidity levels rising slightly in Lucknow with moderate cloud cover.,Other
Sudden duststorm engulfing highway corridors near Ahmedabad with high wind speeds.,DustStorm
Violent windstorm knocking down hoardings and electrical poles across Lucknow.,StrongWind
Light scattered drizzle in parts of Surat followed by mild sunshine.,Other
Severe weather alert: thunderstorm with sudden wind squalls hitting Indore this evening.,Thunderstorm
Flooding reported in Patna after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Extreme monsoon downpour submerges underpasses in Ahmedabad. Emergency services responding to waterlogging.,Flood
Sweltering heat and extreme sunstroke warnings issued for residents in Pune today.,Heatwave
Torrential downpour has inundated low-lying residential sectors near Mumbai. Stranded vehicles reported.,Flood
Thick dust clouds and turbulent winds creating blinding dust haze in Indore.,DustStorm
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Kolkata.,StrongWind
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Kolkata.,StrongWind
Loud thunderclaps and torrential rain accompanied by high lightning activity in Jaipur.,Thunderstorm
Normal seasonal weather condition recorded in Bengaluru today. No warnings issued.,Other
"Massive dust storm sweeping through Kochi, pushing thick dust clouds into residential areas.",DustStorm
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Pune.,Thunderstorm
Mild overcast weather in Lucknow with pleasant afternoon breeze and clear skies.,Other
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Indore.,StrongWind
Clear blue skies and comfortable temperature recorded across Chandigarh today.,Other
Partly cloudy sky observed in Lucknow with gentle evening breeze.,Other
Clear blue skies and comfortable temperature recorded across Mumbai today.,Other
Dense winter fog reducing visibility to below 20 meters near airport road in Bhopal.,Fog
Torrential downpour has inundated low-lying residential sectors near Bengaluru. Stranded vehicles reported.,Flood
Flooding reported in Chandigarh after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Mild overcast weather in Guwahati with pleasant afternoon breeze and clear skies.,Other
Extreme monsoon rain submerges underpasses in Indore. Emergency services responding to waterlogging.,Flood
"Massive dust storm sweeping through Indore, pushing thick dust clouds into residential areas.",DustStorm
Partly cloudy sky observed in Patna with gentle evening breeze.,Other
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Patna.,Thunderstorm
"Tempest winds tearing through streets of Indore, downing power cables.",StrongWind
Sweltering heat and extreme sunstroke warnings issued for residents in Hyderabad today.,Heatwave
Flooding reported in Nagpur after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Gale force winds and cyclone warnings issued for coastal areas surrounding Bhopal.,StrongWind
Continuous lightning and heavy thunderclaps terrifying residents across Mumbai.,Thunderstorm
Misty morning and poor visibility causing slow moving traffic on arterial roads in Nagpur.,Fog
Thick dust clouds and turbulent winds creating blinding dust haze in Surat.,DustStorm
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Jaipur.,Thunderstorm
Extreme monsoon rain submerges underpasses in Guwahati. Emergency services responding to waterlogging.,Flood
Mild overcast weather in Kochi with pleasant afternoon breeze and clear skies.,Other
Light scattered drizzle in parts of Guwahati followed by mild sunshine.,Other
Light scattered drizzle in parts of Indore followed by mild sunshine.,Other
Hot summer breeze and blistering sunshine making commute difficult in Bhopal.,Heatwave
Blistering heatwave and hot dry winds blowing across Bhopal. Authorities issue heat advisory.,Heatwave
clear blue skies and comfortable temperature recorded across kochi today.,Other
Hot summer breeze and blistering sunshine making commute difficult in Surat.,Heatwave
Intense thunderstorm activity with heavy rain and small hail reported in suburban Bhubaneswar.,Thunderstorm
continuous lightning and severe thunderclaps terrifying residents across nagpur.,Thunderstorm
mild overcast weather in patna with pleasant afternoon breeze and clear skies.,Other
thick smog and mist blinding early morning commute across key highways in ahmedabad.,Fog
Scorching heatwave conditions in Delhi with mercury touching 44.5 degrees celsius.,Heatwave
Torrential downpour has inundated low-lying residential sectors near Mumbai. Stranded vehicles reported.,Flood
Severe heat stroke alert active across Chennai. Temperatures expected to exceed 45C tomorrow.,Heatwave
Sudden duststorm engulfing highway corridors near Lucknow with high wind speeds.,DustStorm
Loud thunderclaps and torrential rain accompanied by high lightning activity in Jaipur.,Thunderstorm
Continuous lightning and severe thunderclaps terrifying residents across Hyderabad.,Thunderstorm
Partly cloudy sky observed in Patna with gentle evening breeze.,Other
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Bhubaneswar.,Thunderstorm
Partly cloudy sky observed in Jaipur with gentle evening breeze.,Other
Blistering heatwave and hot dry winds blowing across Lucknow. Authorities issue heat advisory.,Heatwave
Zero visibility reported in Patna due to heavy blinding fog. Flight operations delayed.,Fog
Heavy deluge causing river overflow and severe urban flooding in outskirts of Lucknow.,Flood
violent windstorm knocking down hoardings and electrical poles across pune.,StrongWind
Dense winter fog reducing visibility to below 20 meters near airport road in Ahmedabad.,Fog
Sweltering heat and extreme sunstroke warnings issued for residents in Kochi today.,Heatwave
Severe heat stroke alert active across Bengaluru. Temperatures expected to exceed 45C tomorrow.,Heatwave
Sweltering heat and extreme sunstroke warnings issued for residents in Delhi today.,Heatwave
Intense thunderstorm activity with heavy rain and small hail reported in suburban Jaipur.,Thunderstorm
Smog and low visibility enveloping entire city center of Jaipur during early hours.,Fog
Humidity levels rising slightly in Bhubaneswar with moderate cloud cover.,Other
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Bengaluru.,StrongWind
Misty morning and poor visibility causing slow moving traffic on arterial roads in Bhopal.,Fog
Extreme monsoon rain submerges underpasses in Nagpur. Emergency services responding to waterlogging.,Flood
Cloudburst and heavy hailstorm disrupting power supply and damaging crops near Patna.,Thunderstorm
Thick smog and mist blinding early morning commute across key highways in Chennai.,Fog
Normal seasonal weather condition recorded in Surat today. No warnings issued.,Other
Partly cloudy sky observed in Bhubaneswar with gentle evening breeze.,Other
Mild overcast weather in Bengaluru with pleasant afternoon breeze and clear skies.,Other
Strong winds and high velocity squalls creating hazardous conditions in Ahmedabad.,StrongWind
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Patna.,Thunderstorm
Mercury hits seasonal high in Bengaluru. High temperature causing unbearable heatwave conditions.,Heatwave
Strong squall and dust storm causing tree branches to snap in outer Jaipur.,DustStorm
Dense winter fog reducing visibility to below 20 meters near airport road in Jaipur.,Fog
"Massive dust storm sweeping through Kochi, pushing thick dust clouds into residential areas.",DustStorm
heavy deluge causing river overflow and severe urban flooding in outskirts of guwahati.,Flood
Blistering heatwave and hot dry winds blowing across Pune. Authorities issue heat advisory.,Heatwave
Humidity levels rising slightly in Surat with moderate cloud cover.,Other
Partly cloudy sky observed in Hyderabad with gentle evening breeze.,Other
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Ahmedabad.,Thunderstorm
"Massive dust storm sweeping through Hyderabad, pushing thick dust clouds into residential areas.",DustStorm
Violent windstorm knocking down hoardings and electrical poles across Bengaluru.,StrongWind
Thick smog and mist blinding early morning commute across key highways in Bengaluru.,Fog
Sudden duststorm engulfing highway corridors near Chandigarh with high wind speeds.,DustStorm
Thick dust clouds and turbulent winds creating blinding dust haze in Nagpur.,DustStorm
Blinding dust haze and windstorm disrupting local markets in Bhubaneswar.,DustStorm
Gale force winds and cyclone warnings issued for coastal areas surrounding Mumbai.,StrongWind
Light scattered drizzle in parts of Kochi followed by mild sunshine.,Other
Heavy deluge causing river overflow and severe urban flooding in outskirts of Ahmedabad.,Flood
Continuous lightning and severe thunderclaps terrifying residents across Ahmedabad.,Thunderstorm
Continuous lightning and severe thunderclaps terrifying residents across Chennai.,Thunderstorm
Waterlogging reported near railway station and main bus terminus in Bhubaneswar. Commuters advised to avoid.,Flood
flooding reported in pune after 4 hours of non-stop rain. submerged streets disrupting traffic.,Flood
Flooding reported in Guwahati after 4 hours of non-stop downpour. Submerged streets disrupting traffic.,Flood
Strong winds and high velocity squalls creating hazardous conditions in Pune.,StrongWind
incessant rainfall leading to severe waterlogging on main roads in nagpur. water levels reaching 2 feet deep.,Flood
Humidity levels rising slightly in Guwahati with moderate cloud cover.,Other
Gale force winds and cyclone warnings issued for coastal areas surrounding Hyderabad.,StrongWind
Zero visibility reported in Bengaluru due to heavy blinding fog. Flight operations delayed.,Fog
Torrential downpour has inundated low-lying residential sectors near Nagpur. Stranded vehicles reported.,Flood
Violent windstorm knocking down hoardings and electrical poles across Chandigarh.,StrongWind
Blinding dust haze and windstorm disrupting local markets in Kolkata.,DustStorm
Intense thunderstorm activity with heavy downpour and small hail reported in suburban Ahmedabad.,Thunderstorm
strong squall and dust storm causing tree branches to snap in outer patna.,DustStorm
Hot summer breeze and blistering sunshine making commute difficult in Surat.,Heatwave
Torrential downpour has inundated low-lying residential sectors near Bhubaneswar. Stranded vehicles reported.,Flood
Thick dust clouds and turbulent winds creating blinding dust haze in Patna.,DustStorm
Light scattered drizzle in parts of Guwahati followed by mild sunshine.,Other
light scattered drizzle in parts of ahmedabad followed by mild sunshine.,Other
Hot summer breeze and blistering sunshine making commute difficult in Indore.,Heatwave
Thick smog and mist blinding early morning commute across key highways in Ahmedabad.,Fog
Strong squall and dust storm causing tree branches to snap in outer Nagpur.,DustStorm
Dense winter fog reducing visibility to below 20 meters near airport road in Bhopal.,Fog
Blinding dust haze and windstorm disrupting local markets in Hyderabad.,DustStorm
Gale force winds and cyclone warnings issued for coastal areas surrounding Ahmedabad.,StrongWind
Sudden duststorm engulfing highway corridors near Delhi with high wind speeds.,DustStorm
Blistering heatwave and hot dry winds blowing across Chandigarh. Authorities issue heat advisory.,Heatwave
Severe weather alert: thunderstorm with sudden wind squalls hitting Surat this evening.,Thunderstorm
Hot summer breeze and blistering sunshine making commute difficult in Bhopal.,Heatwave
Dense fog advisory active in Bhubaneswar. Drivers urged to keep fog lights on.,Fog
Partly cloudy sky observed in Indore with gentle evening breeze.,Other
high wind gusts exceeding 75 km/h causing structural damages in commercial hubs of hyderabad.,StrongWind
Blinding dust haze and windstorm disrupting local markets in Pune.,DustStorm
Sweltering heat and extreme sunstroke warnings issued for residents in Jaipur today.,Heatwave
"Massive dust storm sweeping through Hyderabad, pushing thick dust clouds into residential areas.",DustStorm
Blinding sandstorm and severe dust haze rapidly reducing visibility across Indore.,DustStorm
strong squall and dust storm causing tree branches to snap in outer jaipur.,DustStorm
Partly cloudy sky observed in Bhubaneswar with gentle evening breeze.,Other
Severe gusty winds uprooting large trees and damaging tin roofs in Bhopal.,StrongWind
Zero visibility reported in Indore due to heavy blinding fog. Flight operations delayed.,Fog
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Surat.,StrongWind
Gale force winds and cyclone warnings issued for coastal areas surrounding Bengaluru.,StrongWind
zero visibility reported in bengaluru due to heavy blinding fog. flight operations delayed.,Fog
Misty morning and poor visibility causing slow moving traffic on arterial roads in Chandigarh.,Fog
Dense winter fog reducing visibility to below 20 meters near airport road in Kolkata.,Fog
Severe weather alert: thunderstorm with sudden wind squalls hitting Hyderabad this evening.,Thunderstorm
"Massive dust storm sweeping through Visakhapatnam, pushing thick dust clouds into residential areas.",DustStorm
Strong winds and high velocity squalls creating hazardous conditions in Pune.,StrongWind
Clear blue skies and comfortable temperature recorded across Bhopal today.,Other
Scorching heatwave conditions in Chennai with mercury touching 44.5 degrees celsius.,Heatwave
Gale force winds and cyclone warnings issued for coastal areas surrounding Chennai.,StrongWind
"Massive dust storm sweeping through Bhubaneswar, pushing thick dust clouds into residential areas.",DustStorm
Clear blue skies and comfortable temperature recorded across Bhubaneswar today.,Other
Blinding sandstorm and severe dust haze rapidly reducing visibility across Ahmedabad.,DustStorm
Humidity levels rising slightly in Pune with moderate cloud cover.,Other
Severe heat stroke alert active across Bhopal. Temperatures expected to exceed 45C tomorrow.,Heatwave
Mild overcast weather in Delhi with pleasant afternoon breeze and clear skies.,Other
Incessant rainfall leading to severe waterlogging on main roads in Bhopal. Water levels reaching 2 feet deep.,Flood
Severe weather alert: thunderstorm with sudden wind squalls hitting Ahmedabad this evening.,Thunderstorm
Partly cloudy sky observed in Indore with gentle evening breeze.,Other
Thick dust clouds and turbulent winds creating blinding dust haze in Bhopal.,DustStorm
Clear blue skies and comfortable temperature recorded across Visakhapatnam today.,Other
Clear blue skies and comfortable temperature recorded across Visakhapatnam today.,Other
Heavy deluge causing river overflow and severe urban flooding in outskirts of Jaipur.,Flood
intense thunderstorm activity with heavy rain and small hail reported in suburban delhi.,Thunderstorm
strong winds and high velocity squalls creating hazardous conditions in indore.,StrongWind
Loud thunderclaps and torrential rain accompanied by high lightning activity in Kolkata.,Thunderstorm
Strong winds and high velocity squalls creating hazardous conditions in Jaipur.,StrongWind
Humidity levels rising slightly in Surat with moderate cloud cover.,Other
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Guwahati.,Thunderstorm
Normal seasonal weather condition recorded in Chandigarh today. No warnings issued.,Other
Sudden duststorm engulfing highway corridors near Chennai with high wind speeds.,DustStorm
heavy deluge causing river overflow and severe urban flooding in outskirts of delhi.,Flood
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Patna.,Thunderstorm
Zero visibility reported in Jaipur due to heavy blinding fog. Flight operations delayed.,Fog
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Bengaluru.,Thunderstorm
Heavy deluge causing river overflow and severe urban flooding in outskirts of Bhubaneswar.,Flood
Blinding sandstorm and severe dust haze rapidly reducing visibility across Mumbai.,DustStorm
blistering heatwave and hot dry winds blowing across lucknow. authorities issue heat advisory.,Heatwave
Light scattered drizzle in parts of Chennai followed by mild sunshine.,Other
Partly cloudy sky observed in Bhubaneswar with gentle evening breeze.,Other
Loud thunderclaps and torrential rain accompanied by high lightning activity in Delhi.,Thunderstorm
Blinding sandstorm and severe dust haze rapidly reducing visibility across Delhi.,DustStorm
"Massive dust storm sweeping through Bengaluru, pushing thick dust clouds into residential areas.",DustStorm
dense fog advisory active in chandigarh. drivers urged to keep fog lights on.,Fog
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Nagpur.,StrongWind
Severe weather alert: thunderstorm with sudden wind squalls hitting Patna this evening.,Thunderstorm
sudden duststorm engulfing highway corridors near jaipur with high wind speeds.,DustStorm
Normal seasonal weather condition recorded in Chandigarh today. No warnings issued.,Other
Intense thunderstorm activity with heavy rain and small hail reported in suburban Kolkata.,Thunderstorm
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Patna.,Thunderstorm
Incessant rainfall leading to severe waterlogging on main roads in Kolkata. Water levels reaching 2 feet deep.,Flood
Loud thunderclaps and torrential rain accompanied by high lightning activity in Pune.,Thunderstorm
Scorching heatwave conditions in Nagpur with mercury touching 44.5 degrees celsius.,Heatwave
Blinding dust haze and windstorm disrupting local markets in Bhubaneswar.,DustStorm
Thick smog and mist blinding early morning commute across key highways in Visakhapatnam.,Fog
Smog and low visibility enveloping entire city center of Indore during early hours.,Fog
Hot summer breeze and blistering sunshine making commute difficult in Delhi.,Heatwave
Dense winter fog reducing visibility to below 20 meters near airport road in Indore.,Fog
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Bengaluru.,Thunderstorm
Dense fog advisory active in Delhi. Drivers urged to keep fog lights on.,Fog
Heavy deluge causing river overflow and severe urban flooding in outskirts of Bhubaneswar.,Flood
Violent windstorm knocking down hoardings and electrical poles across Lucknow.,StrongWind
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Kochi.,StrongWind
Partly cloudy sky observed in Kolkata with gentle evening breeze.,Other
Misty morning and poor visibility causing slow moving traffic on arterial roads in Ahmedabad.,Fog
blinding dust haze and windstorm disrupting local markets in nagpur.,DustStorm
Humidity levels rising slightly in Visakhapatnam with moderate cloud cover.,Other
Extreme monsoon rain submerges underpasses in Nagpur. Emergency services responding to waterlogging.,Flood
Light scattered drizzle in parts of Bhubaneswar followed by mild sunshine.,Other
Loud thunderclaps and torrential rain accompanied by high lightning activity in Bhubaneswar.,Thunderstorm
Flooding reported in Jaipur after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
"Tempest winds tearing through streets of Delhi, downing power cables.",StrongWind
"Massive dust storm sweeping through Surat, pushing thick dust clouds into residential areas.",DustStorm
Cloudburst and heavy hailstorm disrupting power supply and damaging crops near Surat.,Thunderstorm
Flooding reported in Visakhapatnam after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
mercury hits seasonal high in kochi. high temperature causing unbearable heatwave conditions.,Heatwave
Zero visibility reported in Chandigarh due to heavy blinding fog. Flight operations delayed.,Fog
"Tempest winds tearing through streets of Surat, downing power cables.",StrongWind
Partly cloudy sky observed in Lucknow with gentle evening breeze.,Other
Thick smog and mist blinding early morning commute across key highways in Visakhapatnam.,Fog
Dense winter fog reducing visibility to below 20 meters near airport road in Nagpur.,Fog
Heavy deluge causing river overflow and heavy urban flooding in outskirts of Kochi.,Flood
violent windstorm knocking down hoardings and electrical poles across mumbai.,StrongWind
Waterlogging reported near railway station and main bus terminus in Delhi. Commuters advised to avoid.,Flood
Severe heat stroke alert active across Kochi. Temperatures expected to exceed 45C tomorrow.,Heatwave
mild overcast weather in guwahati with pleasant afternoon breeze and clear skies.,Other
Sweltering heat and extreme sunstroke warnings issued for residents in Lucknow today.,Heatwave
Mercury hits seasonal high in Ahmedabad. High temperature causing unbearable heatwave conditions.,Heatwave
Severe heat stroke alert active across Ahmedabad. Temperatures expected to exceed 45C tomorrow.,Heatwave
Mild overcast weather in Chandigarh with pleasant afternoon breeze and clear skies.,Other
Partly cloudy sky observed in Nagpur with gentle evening breeze.,Other
Clear blue skies and comfortable temperature recorded across Bengaluru today.,Other
Dense fog advisory active in Kochi. Drivers urged to keep fog lights on.,Fog
Strong winds and high velocity squalls creating hazardous conditions in Delhi.,StrongWind
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Pune.,StrongWind
blinding dust haze and windstorm disrupting local markets in kolkata.,DustStorm
Blinding dust haze and windstorm disrupting local markets in Mumbai.,DustStorm
Severe gusty winds uprooting large trees and damaging tin roofs in Bengaluru.,StrongWind
Blinding sandstorm and heavy dust haze rapidly reducing visibility across Kochi.,DustStorm
Partly cloudy sky observed in Bhopal with gentle evening breeze.,Other
Severe gusty winds uprooting large trees and damaging tin roofs in Ahmedabad.,StrongWind
Waterlogging reported near railway station and main bus terminus in Bengaluru. Commuters advised to avoid.,Flood
Sweltering heat and extreme sunstroke warnings issued for residents in Bhubaneswar today.,Heatwave
Partly cloudy sky observed in Kochi with gentle evening breeze.,Other
Dense winter fog reducing visibility to below 20 meters near airport road in Bhopal.,Fog
Gale force winds and cyclone warnings issued for coastal areas surrounding Indore.,StrongWind
Dense winter fog reducing visibility to below 20 meters near airport road in Jaipur.,Fog
Waterlogging reported near railway station and main bus terminus in Bhubaneswar. Commuters advised to avoid.,Flood
Thick smog and mist blinding early morning commute across key highways in Kolkata.,Fog
Blistering heatwave and hot dry winds blowing across Pune. Authorities issue heat advisory.,Heatwave
blinding dust haze and windstorm disrupting local markets in ahmedabad.,DustStorm
Continuous lightning and severe thunderclaps terrifying residents across Kochi.,Thunderstorm
Dense winter fog reducing visibility to below 20 meters near airport road in Hyderabad.,Fog
Extreme monsoon rain submerges underpasses in Indore. Emergency services responding to waterlogging.,Flood
Strong squall and dust storm causing tree branches to snap in outer Indore.,DustStorm
violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting kolkata.,Thunderstorm
Mild overcast weather in Delhi with pleasant afternoon breeze and clear skies.,Other
Gale force winds and cyclone warnings issued for coastal areas surrounding Visakhapatnam.,StrongWind
Humidity levels rising slightly in Kochi with moderate cloud cover.,Other
Blistering heatwave and hot dry winds blowing across Bhubaneswar. Authorities issue heat advisory.,Heatwave
Heavy deluge causing river overflow and heavy urban flooding in outskirts of Delhi.,Flood
Mild overcast weather in Mumbai with pleasant afternoon breeze and clear skies.,Other
Flooding reported in Indore after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Intense thunderstorm activity with heavy rain and small hail reported in suburban Jaipur.,Thunderstorm
Extreme monsoon downpour submerges underpasses in Mumbai. Emergency services responding to waterlogging.,Flood
Thick smog and mist blinding early morning commute across key highways in Visakhapatnam.,Fog
Loud thunderclaps and torrential rain accompanied by high lightning activity in Hyderabad.,Thunderstorm
Thick dust clouds and turbulent winds creating blinding dust haze in Bhubaneswar.,DustStorm
Blinding dust haze and windstorm disrupting local markets in Pune.,DustStorm
Incessant rainfall leading to severe waterlogging on main roads in Hyderabad. Water levels reaching 2 feet deep.,Flood
Loud thunderclaps and torrential rain accompanied by high lightning activity in Guwahati.,Thunderstorm
Strong winds and high velocity squalls creating hazardous conditions in Bengaluru.,StrongWind
"Tempest winds tearing through streets of Bhubaneswar, downing power cables.",StrongWind
Zero visibility reported in Kochi due to heavy blinding fog. Flight operations delayed.,Fog
light scattered drizzle in parts of nagpur followed by mild sunshine.,Other
Blinding dust haze and windstorm disrupting local markets in Nagpur.,DustStorm
Continuous lightning and severe thunderclaps terrifying residents across Indore.,Thunderstorm
Strong winds and high velocity squalls creating hazardous conditions in Jaipur.,StrongWind
"Massive dust storm sweeping through Kolkata, pushing thick dust clouds into residential areas.",DustStorm
Severe gusty winds uprooting large trees and damaging tin roofs in Visakhapatnam.,StrongWind
Scorching heatwave conditions in Guwahati with mercury touching 44.5 degrees celsius.,Heatwave
Blinding dust haze and windstorm disrupting local markets in Surat.,DustStorm
Smog and low visibility enveloping entire city center of Ahmedabad during early hours.,Fog
blinding sandstorm and severe dust haze rapidly reducing visibility across surat.,DustStorm
Dense winter fog reducing visibility to below 20 meters near airport road in Chennai.,Fog
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Chandigarh.,StrongWind
Strong squall and dust storm causing tree branches to snap in outer Guwahati.,DustStorm
"massive dust storm sweeping through jaipur, pushing thick dust clouds into residential areas.",DustStorm
Blinding sandstorm and severe dust haze rapidly reducing visibility across Bengaluru.,DustStorm
continuous lightning and severe thunderclaps terrifying residents across bhubaneswar.,Thunderstorm
Partly cloudy sky observed in Chandigarh with gentle evening breeze.,Other
Extreme monsoon rain submerges underpasses in Visakhapatnam. Emergency services responding to waterlogging.,Flood
blinding dust haze and windstorm disrupting local markets in bhubaneswar.,DustStorm
Blinding dust haze and windstorm disrupting local markets in Chennai.,DustStorm
Smog and low visibility enveloping entire city center of Pune during early hours.,Fog
Severe heat stroke alert active across Chandigarh. Temperatures expected to exceed 45C tomorrow.,Heatwave
Heavy deluge causing river overflow and heavy urban flooding in outskirts of Ahmedabad.,Flood
Normal seasonal weather condition recorded in Bhopal today. No warnings issued.,Other
Mercury hits seasonal high in Ahmedabad. High temperature causing unbearable heatwave conditions.,Heatwave
Partly cloudy sky observed in Kolkata with gentle evening breeze.,Other
Dense fog advisory active in Lucknow. Drivers urged to keep fog lights on.,Fog
Zero visibility reported in Guwahati due to heavy blinding fog. Flight operations delayed.,Fog
strong squall and dust storm causing tree branches to snap in outer surat.,DustStorm
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Guwahati.,Thunderstorm
Blinding sandstorm and severe dust haze rapidly reducing visibility across Bhopal.,DustStorm
Severe gusty winds uprooting large trees and damaging tin roofs in Kolkata.,StrongWind
Zero visibility reported in Pune due to heavy blinding fog. Flight operations delayed.,Fog
Heavy deluge causing river overflow and severe urban flooding in outskirts of Kochi.,Flood
Hot summer breeze and blistering sunshine making commute difficult in Pune.,Heatwave
Clear blue skies and comfortable temperature recorded across Kolkata today.,Other
"Massive dust storm sweeping through Pune, pushing thick dust clouds into residential areas.",DustStorm
Sweltering heat and extreme sunstroke warnings issued for residents in Guwahati today.,Heatwave
scorching heatwave conditions in mumbai with mercury touching 44.5 degrees celsius.,Heatwave
Torrential downpour has inundated low-lying residential sectors near Bengaluru. Stranded vehicles reported.,Flood
Misty morning and poor visibility causing slow moving traffic on arterial roads in Bengaluru.,Fog
Severe gusty winds uprooting large trees and damaging tin roofs in Hyderabad.,StrongWind
Hot summer breeze and blistering sunshine making commute difficult in Bhopal.,Heatwave
Dense winter fog reducing visibility to below 20 meters near airport road in Kolkata.,Fog
thick smog and mist blinding early morning commute across key highways in surat.,Fog
Mercury hits seasonal high in Pune. High temperature causing unbearable heatwave conditions.,Heatwave
Light scattered drizzle in parts of Chandigarh followed by mild sunshine.,Other
Scorching heatwave conditions in Lucknow with mercury touching 44.5 degrees celsius.,Heatwave
Thick smog and mist blinding early morning commute across key highways in Chandigarh.,Fog
normal seasonal weather condition recorded in kochi today. no warnings issued.,Other
"Massive dust storm sweeping through Hyderabad, pushing thick dust clouds into residential areas.",DustStorm
Misty morning and poor visibility causing slow moving traffic on arterial roads in Kochi.,Fog
Blinding dust haze and windstorm disrupting local markets in Bhubaneswar.,DustStorm
